Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Limit	Format	Text
Trampas del Castillo #2	DR1	trampasdelcastillo2	Normal Trap					3		Solo puedes activar esta carta si "Castillo de Orochimaru" se encuentra activa en el campo. Cuando 1 carta de ninja tipo "Genin" es invocada de forma normal en el lado del campo del oponente, destruyela
Trampas del Castillo #1	DR1	trampasdelcastillo	Normal Trap					3		Solo puedes activar esta carta si "Castillo de Orochimaru" se encuentra activa en el campo. Selecciona y destruye 1 carta de ninja tipo "Genin" en el campo del oponente
Tres Caminos	DR1	trescaminos	Normal Trap					1		Solo puedes activar si "Castillo de Orochimaru" se encuentra en tu campo. Coloca 2 cartas de trampa y 1 carta de ninja de tu mano boca abajo en tu Zona de Cartas de Ninja/No-Ninja. No debes controlar cartas de ninja en tu campo. Tu oponente debe elegir 1 de las 3 cartas. Si la carta elegida es una carta de trampa, activa su efecto. Si la carta elegida es una carta de ninja, volteala y envia las 2 cartas de trampa al Cementerio
Kuchiyose: Umibozu	DR1	umibozu	Continuous Spell					2		Debes controlar a "Amachi Forma Kaima" para activar esta carta. Selecciona 1 ninja que tu oponente controla. No podra atacar ni cambiar su posicion de batalla mientras esta carta se encuentre activa en el campo
Umi no Kuni	DR1	uminokuni	Field Spell					3		Incrementa el ATK y la DEF de todos los ninjas con atributo WATER en 300 puntos. Mientras esta carta permanezca activa en el campo, las cartas de ninja con atributo WATER no pueden ser destruidas como resultado de una batalla. Esta carta no puede ser destruida por efectos de cartas magicas/trampa
Uzumaki no Jin	DR1	uzumakinojin	Quick-Play Spell					3		Puedes activar esta carta cuando controlas a "Uzumaki Naruto" y 4 "fichas Clon de Sombra". "Uzumaki Naruto" no podra ser declarado como objetivo del ataque de cartas del oponente o destruido mientras controles "fichas Clon de Sombra"
Akahoshi	DR1	Akahoshi	Yondaime Hoshikage/Efecto	Light	6	1900	2200	1		Puedes invocar esta carta de forma especial cuando "Hoshigakure no Sato" esta activa en el campo. Cuando esta carta es invocada con exito, añade 1 "Estrella de Hoshigakure" de tu mazo a tu mano. Mezcla el mazo
Amachi	DR1	amachi	Otogakure Iryo-nin	Water	4	1600	1500	3		Un ninja medico asociado con Orochimaru. Se encargaba de realizar experimientos para crear perfectos shinobis submarinos
Amachi Forma Kaima	DR1	amachi_kaima	Kaima Shinobi/Efecto	Water	5	1800	1750	3		Cuando esta carta es invocada con exito, puedes añadir 1 "Escama Senbon" de tu mazo a tu mano. Mezcla el mazo
Cazadores ANBU #2	DR1	anbu2	Konohagakure ANBU/Efecto	Dark	4	1600	1600	3		Cualquier carta de ninja del oponente destruida por esta carta es desterrada
Cazadores ANBU #3	DR1	anbu3	Konohagakure ANBU/Efecto	Dark	4	1600	1650	3		Cualquier carta de ninja del oponente destruida por esta carta es desterrada
Fuma Arashi	DR1	arashi	Otogakure Shinobi/Efecto	Earth	4	1700	1800	3		Una vez por turno, puedes añadir a tu mano, desde tu mazo, 1 carta cuyo efecto contenga "Fuma Arashi" impreso en el. Mezcla el mazo
Cazadores ANBU	DR1	cazadores_anbu	Konohagakure ANBU/Efecto	Dark	4	1600	1500	3		Cualquier carta de ninja del oponente destruida por esta carta es desterrada
Gamakichi	DR1	gamakichi	Gama/Efecto	Water	2	250	200	3		Solo puedes invocar esta carta de modo especial por el efecto de "Kuchiyose no Jutsu". Debes controlar a "Uzumaki Naruto". Cuando esta carta es invocada con exito, añade 1 "Aliados en Batalla" de tu mazo a tu mano. Mezcla el mazo
Gamatatsu	DR1	gamatatsu	Gama/Efecto	Water	2	150	200	3		Solo puedes invocar esta carta de modo especial por el efecto de "Kuchiyose no Jutsu". Debes controlar a "Uzumaki Naruto". Esta carta no puede ser destruida como resultado de una batalla
Sankyodai Haimaru	DR1	haimaru	Ninken/Efecto	Earth	4	1500	1300	3		Puedes invocar esta carta de forma especial, durante tu turno, si controlas a "Inuzuka Hana". Mientras "Inuzuka Hana" se encuentre en tu lado del campo, esta carta no puede ser destruida como resultado de una batalla
Inuzuka Hana	DR1	hana_inuzuka	Konohagakure Chunin/Efecto	Light	4	1650	1600	3		Una vez por turno, durante tu Main Phase, puedes traer a tu mano desde tu Cementerio, 1 carta de tipo "Ninken". La carta seleccionada no puede ser invocada durante el turno en el que fue activado este efecto
Hyuga Hinata Lvl 5	DR1	hinatanivel5	Konohagakure Genin/Efecto	Light	5	1400	1300	3		Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo, 1 carta cuyo efecto contenga "Hyuga Hinata" impreso en el. Mezcla el mazo posteriormente
Hoki	DR1	hoki	Shitenshonin/Efecto	Fire	4	1750	1600	2		Cuando esta carta es invocada de forma normal, añade a tu mano 1 "Espada de Hoki" de tu mazo. Mezcla el mazo. Si "Kujaku", "Ryugan", y "Suiko" se encuentran en el Cementerio, equipa 1 "Fujaku hiso Shoken", "Garianto" y "Mugen Kogai" del Cementerio a esta carta
Hoki Watari	DR1	hoki_watari	Watari Shinobi/Efecto	Water	4	1800	1600	3		Esta carta puede ser afectada por cartas magicas normales que solo puedan utilizarse en otros ninjas
Hokushin	DR1	hokushin	Watari Shinobi/Efecto	Earth	4	1600	1400	3		Esta carta puede ser invocada de forma especial si controlas 1 carta de tipo "Watari Shinobi"
Hokuto	DR1	hokuto	Hoshigakure Genin	Light	4	900	1200	3		Una joven kunoichi de Hoshigakure, compañera de Sumaru que entrenaba utilizando el chakra de la estrella al igual que los otros Genin de la aldea
Yamanaka Ino lvl 5	DR1	inonivel5	Konohagakure Genin/Efecto	Light	5	1000	1400	3		Esta carta no puede ser destruida como resultado de una batalla. Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo a tu mano, 1 carta cuyo efecto contenga "Yamanaka Ino" impreso en el
Umino Iruka lvl 5	DR1	Iruka2	Konohagakure Chunin/Efecto	Fire	5	1750	1550	3		Cuando esta carta es declarada como objetivo del ataque de un ninja que tu oponente controla, regresala a tu mano
Isaribi	DR1	Isaribi	Experimento	Water	4	1200	1100	3		Isaribi fue un sujeto de prueba humano bajo el control de Amachi. El la engaño para que atacara las embarcaciones del Pais del Mar, a cambio de volverla humana
Isaribi Forma Kaima	DR1	isaribi_kaima	Kaima Shinobi/Efecto	Water	5	1600	1550	3		Cuando esta carta es invocada con exito, puedes añadir 1 "Suiton: Taihodan" de tu mazo a tu mano. Mezcla el mazo
Tatami Iwashi	DR1	iwashi	Konohagakure Tokubetsu Jonin/Efecto	Fire	4	1650	1650	3		Cuando esta carta es invocada de forma normal con exito, puedes invocar de forma especial, desde tu mazo, 2 cartas de "Konohagakure Tokubetsu Jonin". Mezcla el mazo posteriormente
Kamizuru Jibachi	DR1	jibachi	Iwagakure Shinobi/Efecto	Earth	4	1550	1600	3		Cuando esta carta es invocada de forma normal con exito, puedes añadir a tu mano, desde tu mazo, 1 carta de "Hachi Bakudan no Jutsu". Mezcla el mazo
Jiga	DR1	jiga	Nukenin/Efecto	Earth	4	1800	2000	3		Cuando esta carta es invocada de forma normal con exito, puedes traer a tu mano, desde tu mazo, 1 "Jishaku Ninpo". Mezcla el mazo
Fuma Jigumo	DR1	jigumo	Otogakure Shinobi/Efecto	Earth	4	1650	1800	3		Cuando esta carta es invocada de forma normal con exito, puedes añadir a tu mano desde tu mazo, 1 "Kazegumo no Jutsu". Mezcla el mazo
Fuma Kagero	DR1	kagero	Otogakure Shinobi/Efecto	Earth	4	1600	1900	3		Una vez por turno, durante tu Main Phase, puedes traer a tu mano desde tu mazo, 1 carta cuyo efecto contenga "Fuma Kagero" impreso en el. Mezcla el mazo posteriormente
Fuma Kagero #2	DR1	kagero2	Otogakure Shinobi/Efecto	Light	4	1650	1950	3		Cuando esta carta es invocada de forma normal con exito, puedes añadir a tu mano, desde tu mazo, 1 "Chakura no Ito". Mezcla el mazo
Fuma Kamikiri	DR1	kamikiri	Otogakure Shinobi/Efecto	Earth	4	1400	1700	3		Cuando esta carta es invocada de forma normal con exito, puedes traer a tu mano desde tu mazo, 1 "Pinzas Tijera". Mezcla el mazo
Kikunojo	DR1	kikunojo	Na no Kuni Shinobi/Efecto	Dark	4	1600	1650	3		Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo a tu mano, 1 carta cuyo nombre contenga "Hana Ninpo". Mezcla el mazo
Yurinojo	DR1	yurinojo	Na no Kuni Shinobi/Efecto	Dark	4	1500	1700	3		Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo a tu mano, 1 carta cuyo nombre contenga "Hana Ninpo". Mezcla el mazo. Si "Kikunojo" se encuentra en tu lado del campo, esta carta gana 300 puntos de ATK y DEF
Fuma Kotohime	DR1	kotohime	Otogakure Shinobi/Efecto	Dark	4	1500	1650	3		Cuando esta carta es invocada de forma normal con exito, puedes traer a tu mano desde tu mazo, 1 "Jutsu: Trampa de Cabello". Mezcla el mazo
Kujaku	DR1	kujaku_aldeatakumi	Shitenshonin/Efecto	Wind	4	1600	1500	3		Cuando esta carta es invocada de forma normal con exito, añade a tu mano 1 "Fujaku hiso Shoken" de tu mazo. Mezcla el mazo posteriormente
Kamizuru Kurobachi	DR1	kurobachi	Iwagakure Shinobi/Efecto	Earth	4	1750	1800	3		Una vez por turno, durante tu Main Phase, puedes añadir 1 carta de "Hachi Senbon no Jutsu" de tu mazo a tu mano. Mezcla el mazo
Kuromaru	DR1	kuromaru	Ninken/Efecto	Earth	4	1600	1800	3		Esta carta no puede ser destruida como resultado de una batalla si "Inuzuka Tsume" se encuentra en tu lado del campo. Incrementa el ATK de esta carta en 400 puntos mientras "Inuzuka Tsume" se encuentre en tu lado del campo
Kyodaihachi	DR1	kyodaihachi	Ninhachi/Efecto	Wind	6	2700	3200	3		Solo puedes invocar esta carta de modo especial por el efecto de "Kuchiyose no Jutsu". Debes controlar a "Kamizuru Suzumebachi". Cuando esta carta es invocada con exito, añade 1 "Trampa de Miel Escupida" de tu mazo a tu mano. Mezcla el mazo
Kamizuru Suzumebachi	DR1	suzumebachi	Iwagakure Shinobi/Efecto	Earth	4	1400	1600	3		Cuando esta carta es invocada de forma normal con exito, puedes invocar 1 carta de ninja tipo "Iwagakure" de tu mano al campo
Kyubi no Yoko	DR1	kyubi	Konbi Henge Biju/Fusion	Fire	9	4400	3900	3		"Uzumaki Naruto" + "Gamabunta"
Rock Lee lvl 5	DR1	leenuevo	Konohagakure Genin/Efecto	Earth	5	1600	1900	3		Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo a tu mano, 1 carta cuyo efecto contenga "Rock Lee" impreso en el. Mezcla el mazo
Aburame Shino lvl 5	DR1	shinolvl5	Konohagakure Genin/Efecto	Earth	5	1200	1700	3		Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo o Cementerio a tu mano, 1 carta cuyo efecto contenga "Aburame Shino" impreso en el. Si lo haces desde tu mazo, mezclalo posteriormente
Nara Shikamaru Chunin #2	DR1	shikachunin2	Konohagakure Chunin/Efecto	Dark	5	1300	1600	3		Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo a tu mano, 1 carta cuyo efecto contenga "Nara Shikamaru" impreso en el. Mezcla el mazo
Tenten lvl 5	DR1	tentennueva	Konohagakure Genin/Efecto	Light	5	1400	1550	3		Una vez por turno, durante tu Main Phase, puedes traer desde tu mazo a tu mano, 1 carta cuyo efecto contenga "Tenten" impreso en el. Mezcla el mazo
Mizura	DR1	mizura	Hoshigakure Genin	Light	4	1000	1300	3		Un Genin de Hoshigakure, compañero de Sumrau y Hokuto que entrenaba utilizando el chakra de la estrella al igual que los otros Genin de la aldea
Nagare	DR1	nagare	Watari Shinobi/Efecto	Earth	4	1900	2000	3		Cuando esta carta es invocada (de forma normal o especial), puedes traer a tu mano, desde tu mazo, 1 "Shinra Bansho Doka no Jutsu". Mezcla el mazo posteriormente
Natsuhi	DR1	natsuhi	Hoshigakure Jonin/Efecto	Light	6	1900	2100	2		Puedes invocar esta carta de forma especial cuando "Hoshigakure no Sato" se encuentra activa en el campo. Mientras esta carta este presente en tu lado del campo, "Sumaru" no puede ser seleccionado como objetivo de ataques del oponente
Kurosuki Raiga	DR1	raiga	Nukenin/Efecto	Light	4	1750	1600	1		Cuando esta carta es invocada con exito, añade 1 "Kiba" de tu mazo a tu mano. Mezcla el mazo
Renga	DR1	renga	Nukenin/Efecto	Wind	4	1700	1900	1		Cuando esta carta es invocada de forma normal con exito, puedes traer a tu mano, desde tu mazo, 1 "Jutsu: Discos de Hielo". Mezcla el mazo
Ruiga	DR1	ruiga	Nukenin/Efecto	Water	4	1650	1500	3		Cuando esta carta es invocada de forma normal con exito, puedes traer a tu mano, desde tu mazo, 1 "Suiton: Suiten Hofutsu". Mezcla el mazo
Ryugan	DR1	ryugan	Shitenshonin/Efecto	Light	4	1400	1450	3		Cuando esta carta es invocada de forma normal con exito, añade a tu mano 1 "Garianto" de tu mazo. Mezcla el mazo posteriormente
Fuma Sasame	DR1	sasame	Oto no Kuni Shinobi	Light	4	1000	1100	3		Sasame es una joven miembro del Clan Fuma que intenta rescatar a su primo Arashi del control de Orochimaru, quien los habia engañado prometiendoles recuperar su antiguo esplendor
Sasanami	DR1	sazanami	Cazarrecompensas	Earth	4	1650	1500	3		Tambien conocido como Tokichi, era un herrero de espadas, pero se hizo un cazarrecompensas luego de ser acusado de un crimen que no cometio
Seimei	DR1	seimei	Takumi no Sato Sogyo-sha/Efecto	Wind	7	2700	3000	1		Debes invocar esta carta de forma especial por el efecto de "Restos del Fundador". Cuando esta carta es invocada con exito, puedes equiparla con 1 "Fujaku hiso Shoken", "Garianto", "Mugen Kogai", y "Espada de Hoki" que se encuentren en tu mano
Suiko	DR1	suiko	Shitenshonin/Efecto	Earth	4	1900	2000	3		Cuando esta carta es invocada de forma normal con exito, añade a tu mano 1 "Mugen Kogai" de tu mazo. Mezcla el mazo posteriormente
Sumaru	DR1	sumaru	Hoshigakure Genin	Light	4	1400	1300	3		Es el Genin mas fuerte de Hoshigakure, y su sueño es ser Hoshikage. Su madre, Natsuhi, roba la estrella para evitar que siga matando a la gente de la aldea
Tonton	DR1	tonton	Cerdo/Efecto	Earth	2	200	200	3		Puedes invocar esta carta de forma especial desde tu mano, si controlas a "Shizune". Una vez por turno, puedes espiar 1 carta de la mano de tu oponente. Mientras "Shizune" este presente en tu lado del campo, esta carta no puede ser destruida
Inuzuka Tsume	DR1	tsumeinuzuka	Konohagakure Tokubetsu Jonin/Efecto	Earth	4	1700	1650	2		Cuando esta carta es invocada de forma normal con exito, puedes invocar de forma especial desde tu mazo o mano, 1 "Kuromaru". Si lo haces desde tu mazo, mezclalo posteriormente. "Inuzuka Kiba" gana 500 puntos de DEF mientras controlas esta carta
Atadura de Alambre	DR1	atadura_de_alambre	Continuous Trap					3		Debes controlar a "Monju" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. No podra atacar, cambiar su posición de batalla, ser sacrificada o regresada a la mano, o activar efectos. Las cartas que involucren al ninja afectado por esta carta no pueden ser activadas. Si "Monju" abandona el campo, envia esta carta al Cementerio
Sogu: Baku Ryusei	DR1	bakuryusei	Quick-Play Spell					3		Debes controlar a "Tenten" para activar esta carta. Selecciona 1 carta de ninja afectada por "Tenten Kusari" y destruyela
Bo	DR1	Bo	Equip Spell					3		Equipa con esta carta a "Tenten". Incrementa su ATK y DEF en 300 puntos. No puedes equipar esta carta si "Tenten" se encuentra equipada con otras cartas de equipamiento
Brazo Mecanico	DR1	brazomecanico	Equip Spell					3		Equipa con esta carta unicamente a "Toki". Mientras esta carta permanezca equipada, puedes activar el siguiente efecto: *Una vez por turno, durante tu Main Phase, puedes añadir 1 "Tsuchi Kurenai" de tu mazo a tu mano. Mezcla el mazo
El Curry de la Vida	DR1	curry_dela_vida	Normal Spell					3		Incrementa tus Life Points en 1000 puntos
Derribar el Domo	DR1	derribar_eldomo	Quick-Play Spell					3		Debes controlar a "Akimichi Choji" equipado con "Nikudan Sensha" para activar esta carta. Destruye 1 carta de "Doton Kekkai: Doro Domu". Regresa 1 carta de "Baika no Jutsu" y "Nikudan Sensha" que controles a tu mano
Kuchiyose: Gamaguchi Shibari	DR1	gamakuchi_shibari	Counter Trap					3		Debes controlar a "Jiraiya" para activar esta carta. Cuando tu oponente activa una carta magica/trampa que pueda destruir 1 o mas cartas de ninja, niega su efecto. Niega la activacion de todas las cartas magicas/trampa durante el turno en el que es activada esta carta
Aparicion del Guerrero Maldito	DR1	guerrero_maldito	Normal Trap					3		Cuando tu oponente declara un ataque contra 1 carta de ninja que controles, puedes activar esta carta. Niega el ataque, y si lo haces, tu oponente debe finalizar su Battle Phase
Kago no Me	DR1	kagonome	Continuous Trap					2		Debes controlar a "Monju" para activar esta carta. Selecciona 1 o mas cartas de ninja que tu oponente controla. No podran atacar, abandonar el campo, o ser atacados. "Monju" no podrá declarar ataques. Las cartas que involucren al ninja afectado por esta carta no pueden ser activadas. Si "Monju" abandona el campo, envia esta carta al Cementerio
Kasa	DR1	kasa	Equip Spell					3		Equipa con esta carta unicamente a "Shura". Mientras esta carta permanezca equipada, puedes activar el siguiente efecto: *Una vez por turno, durante tu Main Phase, puedes añadir 1 "Ryuketsu no Uteki" de tu mazo a tu mano. Mezcla el mazo
Kusari Fubo	DR1	Kusari_Fubo	Equip Spell					3		Equipa con esta carta a "Tenten". Incrementa su ATK en 300 puntos. No puedes equipar esta carta si "Tenten" se encuentra equipada con otras cartas de equipamiento
Lady Haruna	DR1	lady_haruna	Normal Spell					3		Roba 3 cartas de la parte superior de tu mazo y descarta 1 carta de tu mano
Lady Toki	DR1	lady_toki	Normal Spell					3		Roba 2 cartas de la parte superior de tu mazo
Redencion de Gantetsu	DR1	redencion_de_gantetsu	Normal Spell					2		Destierra todas las cartas magicas y de trampa en tu Cementerio. Si lo haces, roba un numero de cartas equivalente al numero de cartas magicas/trampa desterradas por este efecto
Riquezas del Senor Feudal	DR1	riquezas_del_senorfeudal	Normal Trap					3		Incrementa tus Life Points en 200 puntos por cada carta magica en tu mano y Cementerio
Ryuketsu no Uteki	DR1	ryuketsunouteki	Normal Trap					3		Debes controlar a "Shura" equipado con "Kasa" para activar esta carta. Inflige 500 puntos de daño directo a los Life Points de tu oponente por cada carta de ninja que controle
Tenten Kusari	DR1	tenten_kusari	Continuous Spell					3		Debes controlar a "Tenten" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. No podra atacar, cambiar su posicion de batalla, activar efectos o abandonar el campo. Las cartas que involucren al ninja seleccionado no pueden ser activadas
Tsuchi Kurenai	DR1	tsuchi_kurenai	Quick-Play Spell					3		Debes controlar a "Toki" equipado con "Brazo Mecanico" para activar esta carta. Incrementa su ATK en 400 puntos hasta el final del turno en el que fue activada esta carta. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Abuela Sansho	DR1	abuela_sansho	Continuous Spell					1		Una vez por turno, mientras esta carta se encuentre activa en el campo, puedes traer desde tu Cementerio a tu mano, 1 carta de "El Curry de la Vida"
Papitas de Choji	DR1	papitas	Normal Spell					3		Roba 1 carta de la parte superior de tu mazo
Gama	DR1	gama	Gama/Efecto	Water	6	1950	2600	3		Solo puedes invocar esta carta de modo especial por el efecto de "Kuchiyose no Jutsu". Debes controlar a "Jiraiya". Cuando esta carta es invocada con exito, selecciona 1 carta de ninja que controles. No podra ser destruida por efectos de cartas de trampa
Monju	DR1	monju	Nukenin/Efecto	Dark	4	1550	1400	3		Una vez por turno, durante tu Main Phase, puedes añadir a tu mano, desde tu mazo, 1 carta cuyo efecto contenga "Monju" impreso en el. Mezcla el mazo
Toki	DR1	toki	Nukenin/Efecto	Earth	4	1600	1700	3		Cuando esta carta es invocada de forma normal con exito, añade a tu mano desde tu mazo, 1 "Brazo Mecanico"
Shura	DR1	shura	Nukenin/Efecto	Dark	4	1700	1600	3		Cuando esta carta es invocada de forma normal con exito, añade a tu mano desde tu mazo, 1 "Kasa"
Cartero Ninja	DR1	Cartero_ninja	Normal Spell					3		Selecciona 1 carta magica de tu mazo y destierrala. Pasados los proximos 5 turnos, puedes añadir la carta desterrada por este efecto a tu mano
Cazarrecompensas Gatsu	DR1	Cazarrecompensas_Gatsu	Counter Trap					3		Puedes activar esta carta cuando tu oponente activa "Criminal Gozunkugi". Niega la activacion, y si lo haces, destierra 1 carta de "Sazanami" que controles
Diversion del Sabio Pervertido	DR1	diversion_del_sabiopervertido	Normal Spell					3		Descarta 5 cartas de tu mano y roba 5 cartas nuevas de la parte superior de tu mazo
Sen'eijashu	DR1	seb'eijashu	Normal Trap					3		Debes controlar a "Mitarashi Anko" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. El ninja seleccionado pierde 500 puntos de ATK y DEF. Puedes regresar esta carta a tu mano en vez de enviarla al Cementerio
Sojasosai no Jutsu	DR1	sojasosai	Normal Trap					2		Debes controlar a "Mitarashi Anko" para activar esta carta. Selecciona 1 carta de ninja que tu oponente controla. Destrúyela, y destruye la carta de "Mitarashi Anko" que controles
Mitarashi Anko	DR1	Anko_Mitarashi	Konohagakure Tokubetsu Jonin/Efecto	Fire	4	1600	1300	3		Esta carta no puede ser destruida como resultado de una batalla. Una vez por turno, puedes añadir a tu mano, desde tu mazo, 1 carta cuyo efecto contenga "Mitarashi Anko" impreso en el. Mezcla el mazo
Kage Bunshin no Jutsu Hokage	DR1	kagebunshinhokage	Quick-Play Spell					3		Debes controlar a "Sandaime Hokage" para activar esta carta. Puedes activar esta carta luego de haber activado "Shiki Fuin". Selecciona hasta 3 cartas de ninja que tu oponente controla para el efecto de "Shiki Fuin" en vez de 1 sola carta
ICHA ICHA Paradaisu	DR1	icha_icha	Quick-Play Spell					3		Tu oponente saltea su Battle Phase durante el turno en el que fue activada esta carta
Child Akimichi Choji	DR1	child_chouji	Konohagakure Akademi-sei/Efecto	Earth	2	350	500	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Akimichi Choji" de tu mazo a tu mano. Mezcla el mazo
Child Hyuga Hinata	DR1	child_hinata	Konohagakure Akademi-sei/Efecto	Light	2	100	300	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Hyuga Hinata" de tu mazo a tu mano. Mezcla el mazo
Child Yamanaka Ino	DR1	child_ino	Konohagakure Akademi-sei/Efecto	Light	2	200	300	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Yamanaka Ino" de tu mazo a tu mano. Mezcla el mazo
Child Inuzuka Kiba	DR1	child_kiba	Konohagakure Akademi-sei/Efecto	Earth	2	300	450	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Inuzuka Kiba" de tu mazo a tu mano. Mezcla el mazo
Child Uzumaki Naruto	DR1	child_naruto	Konohagakure Akademi-sei/Efecto	Wind	2	300	550	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Uzumaki Naruto" de tu mazo a tu mano. Mezcla el mazo
Child Hyuga Neji	DR1	child_neji	Konohagakure Akademi-sei/Efecto	Wind	2	350	350	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Hyuga Neji" de tu mazo a tu mano. Mezcla el mazo
Child Rock Lee	DR1	child_rocklee	Konohagakure Akademi-sei/Efecto	Earth	2	300	350	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Rock Lee" de tu mazo a tu mano. Mezcla el mazo
Child Haruno Sakura	DR1	child_sakura	Konohagakure Akademi-sei/Efecto	Light	2	200	350	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Haruno Sakura" de tu mazo a tu mano. Mezcla el mazo
Child Uchiha Sasuke	DR1	child_sasuke	Konohagakure Akademi-sei/Efecto	Fire	2	350	300	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Uchiha Sasuke" de tu mazo a tu mano. Mezcla el mazo
Child Nara Shikamaru	DR1	child_shikamaru	Konohagakure Akademi-sei/Efecto	Dark	2	200	400	3		Cuando esta carta es enviada del campo al Cementerio, anade 1 carta de "Nara Shikamaru" de tu mazo a tu mano. Mezcla el mazo
Akimichi Choji lvl3 Effect	DR1	choujilvl3efecto	Konohagakure Genin/Efecto	Earth	3	900	1150	3		VOLTEO: Cuando esta carta es declarada como objetivo del ataque de una carta del oponente, niega el ataque. Si lo haces, regresa esta carta a tu mano y roba 1 carta de la parte superior de tu mazo
Yamanaka Ino lvl3 Effect	DR1	inolvl3efecto	Konohagakure Genin/Efecto	Light	3	800	700	3		VOLTEO: Añade 1 carta de "Yamanaka Ino" de tu mazo a tu mano. Mezcla el mazo
Sarutobi Konohamaru	DR1	konohamarulvl3	Konohagakure Akademi-sei/Efecto	Wind	3	500	800	3		Cuando esta carta es destruida como resultado de una batalla, invoca de forma especial, desde tu mazo o mano, 1 carta de "Sarutobi Konohamaru" cara arriba en modo de defensa. Si lo haces desde tu mazo, mezclalo posteriormente
Moegi	DR1	moegi	Konohagakure Akademi-sei/Efecto	Light	3	200	550	3		Puedes invocar esta carta de forma especial, desde tu mano, si controlas a "Sarutobi Konohamaru". Esta carta gana 100 puntos de ATK y DEF mientras "Sarutobi Konohamaru" y "Udon" se encuentran cara arriba en tu lado del campo
Udon	DR1	udon	Konohagakure Akademi-sei/Efecto	Earth	3	300	500	3		Puedes invocar esta carta de forma especial, desde tu mano, si controlas a "Sarutobi Konohamaru". Esta carta gana 100 puntos de ATK y DEF mientras "Sarutobi Konohamaru" y "Moegi" se encuentran cara arriba en tu lado del campo
Uzumaki Naruto lvl3 Effect	DR1	naruto_academia	Konohagakure Akademi-sei/Efecto	Wind	3	950	700	3		VOLTEO: Tu oponente finaliza su Battle Phase
Uzumaki Naruto lvl3 Effect #2	DR1	naruto_nivel3efecto	Konohagakure Genin/Efecto	Wind	3	950	750	3		Cuando esta carta es destruida como resultado de una batalla, invoca de forma especial, desde tu mazo, 1 "Uzumaki Naruto" de nivel 4 o inferior. Mezcla el mazo
Haruno Sakura lvl3 Effect	DR1	sakura_nivel3efecto	Konohagakure Genin/Efecto	Light	3	600	550	3		VOLTEO: Roba 1 carta
Uchiha Sasuke lvl3 Effect	DR1	sasukenv3efecto	Konohagakure Genin/Efecto	Fire	3	1000	700	3		Cuando esta carta es destruida como resultado de una batalla, puedes invocar de forma especial, desde tu mazo, 1 "Uchiha Sasuke" de nivel 4 o inferior. Mezcla el mazo
Nara Shikamaru lvl3 Effect	DR1	shikamarunv3efecto	Konohagakure Genin/Efecto	Dark	3	600	900	3		VOLTEO: Añade 1 carta de "Nara Shikamaru" de tu mazo a tu mano. Mezcla el mazo
Barca en la Neblina	DR1	barca	Normal Spell					2		Busca en tu mazo 1 carta mágica de campo y añadela a tu mano. Mezcla el mazo
Deseo Incontenible	DR1	deseo_incontenible	Normal Spell					3		Solo puedes activar esta carta mientras controlas 1 carta de "Haruno Sakura" de nivel 4 o inferior. Lanza 1 dado de 6 caras. Roba tantas cartas como indique el numero obtenido. Si el resultado es 5 o 6, vuelve a lanzar el dado
Escena Bochornosa	DR1	escena_bochornosa	Normal Trap					3		Tu y tu oponente descartan 1 carta al azar de sus respectivas manos
Investigacion Sobre Belleza	DR1	investigacion	Normal Spell					3		Busca en tu mazo 1 carta de "Oiroke no Jutsu" o "Harem no Jutsu" y añadela a tu mano. Mezcla el mazo
Llanto de Inari	DR1	llanto_de_inari	Normal Trap					3		Saltea la Main Phase de tu proximo turno. Si lo haces, roba 2 cartas
Resistencia Popular	DR1	resistencia_popular	Quick-Play Spell					3		Tu oponente finaliza su Battle Phase
Tazuna, Constructor de Puentes	DR1	tazuna	Continuous Spell					1		Mientras esta carta permanezca activa en tu lado del campo, roba 1 carta extra en tu Draw Phase. Si una de las cartas de ninja que controlas destruye 1 carta de tipo "Nukenin" que se encuentre en el lado del campo del oponente (por batalla unicamente), roba 2 cartas de la parte superior de tu mazo
Tsunami	DR1	tsunami	Normal Spell					3		Incrementa tus Life Points en 200 puntos
